waiwai,chapter_id,entry_id,significado,meaning,WaiWai,Wai_Wai_sem_correcao,Wai_Wai_Phonemic,comment,comment_sem_correcao,comentario,comentario_sem_correcao,Referencia
Ahwoka,,,"ser triste, infeliz, entristecer",,Ahwoka,,,,,"kahwokesî ro mak; fico muito triste; não estou triste, não ficarei triste; ow mahwokes okwe",,4
ahwokamexpoñe,,,"relação que faz tristeza, que magoa",,ahwokamexpoñe,,,,,,,2
Ahwokamexpoñe,,,"relação que faz tristeza, que magoa",,Ahwokamexpoñe,,ar uo ca mex fo nhe,,,,,3
ahwokamexposo,,,"lhe entristezer ou fazer ficar triste, magoa",,ahwokamexposo,,,,,,,2
Ahwokamexposo,,,"lhe entristezer ou fazer ficar triste, magoa",,Ahwokamexposo,,ar wo can mex foso,,,,,3
ahwokanîro,,,que não sente tristeza,,ahwokanîro,,,,,,,2
Ahwokanîro,,,que não sente tristeza,,Ahwokanîro,,ar uo ca nu ro,,,,,3
ahwon,,,"que está triste, ou que esta de luto",,ahwon,,,,,,,2
Ahwon,,,"que está triste, ou que esta de luto",,Ahwon,,ar uon,,,,,3
ahwon komo,,,"que estão tristes, ou quem estão de luto",,ahwon komo,,,,,,,2
Ahwon komo,,,"que estão tristes, ou quem estão de luto",,Ahwon komo,,ar uon como,,,,,3
ahwora,,,"triste, magoado ou desanimado",,ahwora,,,,,,,2
Ahwora,,,"triste, magoado ou desanimado",,Ahwora,,ar uora,,,,,3
ahwora ,16,320,"tristeza, tristeza, tristeza","grief, sorrow, sadness",ahwora ,ahwo-ra ,ahwo-ra ,Lit. 'sad-negative'.,,Literalmente. 'triste negativo'.,,1
ahworeñe,,,que consolar,,ahworeñe,,,,,,,2
Ahworeñe,,,que consolar,,Ahworeñe,,ar uo re nhe,,,,,3
ahworeso,,,consolar,,ahworeso,,,,,,,2
Ahworeso,,,consolar,,Ahworeso,,ar uo re so,,,,,3
ahworetopo,,,algo para consolar,,ahworetopo,,,,,,,2
Ahworetopo,,,algo para consolar,,Ahworetopo,,ar re topo,,,,,3
Ahxaika,,,rasgar (pano papel),,Ahxaika,,,,,wahxaikesî; vou rasgar; não vou rasgar; ahxaikakî,,4
Ahxikî,,,"moer, tritura (ou esmagar) em pó",,Ahxikî,,,,,wahxikyasî; vou moê-lo; Não o moa; ahxiko,,4
Ahxukre,,,"Picar, cortar em pedaços pequenos",,Ahxukre,,,,,Oyetî wahxukresî; estou cortando a carne em pedaços pequenos; Não estou cortando em pedaços pequenos; ahxukreko,,4
ahya,,,te molhar ou te dá banho.,,ahya,,,,,,,2
Ahya,,,te mohar ou te dá banho.,,Ahya,,ar ia,,,,,3
ahya ma,,,"esta te molhando? ou, te dá banho?",,ahya ma,,,,,,,2
Ahya ma,,,"esta te molhando? ou, te dá banho?",,Ahya ma,,ar ia má,,,,,3
ahyaka,,,"contigo, por exemoplo: (ahyaka kmokyasî - eu vou ai contigo)",,ahyaka,,,,,,,2
Ahyaka,,,"contigo, por exemoplo:",,Ahyaka,,ar iaca,,,,,3
ahyakakî,,,tirar copa da arvore,,ahyakakî,,,,,,,2
Ahyakakî,,,tirar copa da arvore,,Ahyakakî,,ar ia ka ku,,,,,3
ahyapamko,,,sinta vergonha,,ahyapamko,,,,,,,2
Ahyapamko,,,sinta vergonha,,Ahyapamko,,ar ia fam co,,,,,3
ahyapamko ñhe,,,tenha vergonha,,ahyapamko ñhe,,,,,,,2
Ahyapamko ñhe,,,tenha vergonha,,Ahyapamko ñhe,,ar ia fam co nherre,,,,,3
ahyarî,,,copa da arvore,,ahyarî,,,,,,,2
Ahyarî,,,copa da arvore,,Ahyarî,,ar ia ru,,,,,3
Ahyaxka,,,Rasgar (forma alternativa de ahxayka (ki)),,Ahyaxka,,,,,veja: abxaika (ki); ; ; ,,4
Ai,,,chamar atenção de alguém que está perto,,Ai,,,,,"ay, oyakno, on wara wilkes awya,; ; ; Veja: ei",,4
Aî,,,morder — Usado somente com crianças,,Aî,,,,,,,4
Aimara,,,Trairão,,Aimara,,,,,,,4
Aimarahei,,,"Peixe parecido como Aimara, mas menor",,Aimarahei,,,,,,,4
aînîn yaw wasî        ,16,350,pena,pity,aînîn yaw wasî        ,,aΦɨnɨn yaw wasɨ        ,Lit. 'I miss/pity you',,,,1
Aipo,,,Abanar (fogo),,Aipo,,,,,Owehtorî waipesî; Estou abanando o meu fogo; não estou abanando-o; aipoko ñhe,,4
Aiwa,,,"Varrer, capinar, roçar",,Aiwa,,,,,oyewton amna naiwesî; estamos capinando nossa aldeia; não vou varre-lo; aiwacoko,,4
ak ñiyo,5,590,pilão,pestle,ak ñiyo,ak ɲiyo,ak ɲiyo,,,,,1
aka,,,reclama de dor ou (ai),,aka,,,,,,,2
Aka,,,reclama de dor ou (ai,,Aka,,aca,,,,,3
Aka,,,um grito de dor súbito,,Aka,,,,,aka!; Ai; ; ,,4
Aka,,,"lavrar (lavrar para fazer uma canoa ou morteiro), desfiar (fibra extraída da folha planta agave também conhecida como sisal ou pita)",,Aka,,,,,okanawari wakesî; estou lavrando a minha canoa; cava uma canoa para você; akahra wasî,,4
akacho,,,seu pertence,,akacho,,,,,,,2
Akacho,,,seu pertence,,Akacho,,aca tio,,,,,3
akachothîrî,,,que era seu pertence,,akachothîrî,,,,,,,2
akachothîrî,,,sua parte intima,,akachothîrî,,,,,,,2
Akachothîrî,,,sua parte intima,,Akachothîrî,,aca tio tu ru,,,,,3
akamisan,,,sua calça,,akamisan,,,,,,,2
Akamisan,,,sua calça,,Akamisan,,a ca mi san,,,,,3
akamonîro,,,seu dia,,akamonîro,,,,,,,2
Akamonîro,,,seu dia,,Akamonîro,,a ca monu ro,,,,,3
akanahtaw,,,na sua cabeça,,akanahtaw,,,,,,,2
Akanahtaw,,,na sua cabeça,,Akanahtaw,,a ca nar tau,,,,,3
akanapan,,,seu espelho,,akanapan,,,,,,,2
Akanapan,,,seu espelho,,Akanapan,,a ca na fan,,,,,3
akanawarî,,,sua canoa,,akanawarî,,,,,,,2
Akanawarî,,,sua canoa,,Akanawarî,,a ca naua ru,,,,,3
akanîn,,,seu deus,,akanîn,,,,,,,2
Akanîn,,,seu deus,,Akanîn,,a ca nun,,,,,3
akaritan,,,seu livro,,akaritan,,,,,,,2
Akaritan,,,seu livro,,Akaritan,,a ca ri tan,,,,,3
akaritoñe,,,ti fortalecer,,akaritoñe,,,,,,,2
Akaritoñe,,,ti fortalecer,,Akaritoñe,,a ca ri to nhe,,,,,3
akaritoñero,,,sempre ti fortalece,,akaritoñero,,,,,,,2
Akaritoñero,,,sempre ti fortalece,,Akaritoñero,,a ca ri to nhe ro,,,,,3
Akawa,,,"Lugar baixo, depressão",,Akawa,,,,,akawan yaka cirko; ponha num lugar baixo; tem uma depressão; Cewyakaway (ATZD) nasî,,4
akawan,,,"ladeira, bauxada, inclinado da terra",,akawan,,,,,,,2
Akawan,,,"ladeira, bauxada, inclinado da terra",,Akawan,,acauan,,,,,3
akawan ,1,240,vale,valley  ,akawan ,akawa-n ,akawa-n ,Lit. 'low place-poss'.,,Lit. 'Possio de lugar baixo'.,,1
Akayinîmko,,,vá subir,,Akayinîmko,,aca í num co,,,,,3
akayrin,,,seu mosquiteiro,,akayrin,,,,,,,2
Akayrin,,,seu mosquiteiro,,Akayrin,,acaí rin,,,,,3
Akî,,,larva,,Akî,,,,,,,4
akihko ,5,560,"esmagar, moer","crush, grind",akihko ,akih-ko ,akih-ko ,,,Lit. 'grind it-imperative'.,,1
Akîhto,,,"construir (não usado para a casa-veja irî), fazer uma assembleia, mentir",,Akîhto,,,,,Yamata wakîhcesî; Estou fazendo uma caixa; Não estou o fazendo; Akîhtoko,,4
akihtopo,5,570,moinho,mill,akihtopo,akih-topo,akih-toΦo,Lit. 'grind it-instrument'.,,Literalmente. 'Moer-instrument'.,,1
akîhxapu,,,"maduro, referente, frutas",,akîhxapu,,,,,,,2
akîhxapu,,,pessoa madura psicologicamente,,akîhxapu,,,,,,,2
Akîhxapu,,,madura ou maduro referente frutas,,Akîhxapu,,a kúr xá fu,,,,,3
Akîhxapu,,,pessoa madura psicologicamente,,Akîhxapu,,a kùr xá fu,,,,,3
Akîknopu,,,"apertar, atarraxar (amarrando, pregando ou parafusando)",,Akîknopu,,,,,Wakîknoyasî; Estou parafusando-o apertado; Não faça-o apertado; Akîknoko,,4
Akîpî,,,"ficar maduro, ficar sábio, fazer o que é certo",,Akîpî,,,,,"Nakîhyasî; Ele vai ficar sábio, ou vai amadurecer; Ele faz o que é certo, sábio; Akpîra nasî",,4
Akipu,,,"moer, granular em grãos relativamente grandes",,Akipu,,,,,nasînasî wakihyasî; estou moendo milho; não vou granular; akihko,,4
akîrîkîrîn,,,"sua lima, de mola facas etc.",,akîrîkîrîn,,,,,,,2
Akîrîkîrîn,,,"sua lima, de mola facas etc",,Akîrîkîrîn,,a cu ru cú run,,,,,3
akîrîn,,,homem de sua raça,,akîrîn,,,,,,,2
Akîrîn,,,homem de sua raça,,Akîrîn,,akú rûn,,,,,3
Akiřwama,,,fazer concertar,,Akiřwama,,,,,Omîntho wakiřwamesi; vou concertar a minha casa velha; não estou fazendo o melhor; Akiřwamakî,,4
Akîtanmekîra,,,"não empatou, ou facilitou",,Akîtanmekîra,,a cru tan me cura,,,,,3
Akmam,,,"partir (barro, tinta velha, etc)",,Akmam,,,,,nakmamye kica; se partiu; não se partiu; ,,4
aknama,,,verbo em segunda pessoa (virar),,aknama,,,,,,,2
Aknama,,,verbo em segunda pessoa,,Aknama,,ar dá má,,,,,3
Aknama,,,"virar alguma coisa para apontar na outra direção, virar de ponta cabeça",,Aknama,,,,,"okanawarî waknamesî; vou virar a minha canoa de ponta cabeça; Não vou virar de ponta cabeça aknamakî; vire, de meia volta",,4
aknamakî,10,120,vire,turn over,aknamakî,aknama-kî,aknama-kɨ,Lit. 'turn it over-imperative'.,,Literalmente. 'Vire-o demais'.,,1
aknamakî,10,130,inversão de marcha,turn around,aknamakî,aknama-kî,aknama-kɨ,Same as 'turn over' 10.120.,,O mesmo que 'vire' 10.120.,,1
aknamakî,,,vire,,aknamakî,,,,,,,2
Aknamakî,,,vire,,Aknamakî,,ar da ma cú,,,,,3
aknamapoko,,,mandar virar,,aknamapoko,,,,,,,2
Aknamapoko,,,mandar virar,,Aknamapoko,,ar da ma fo co,,,,,3
aknamapora esko,,,não deixe virar,,aknamapora esko,,,,,,,2
Aknamapora esko,,,não deixe virar,,Aknamapora esko,,ar da ma fo ra esco,,,,,3
akñicoko há,,,pode queimar,,akñicoko há,,,,,,,2
Akñicoko há,,,pode queimar,,Akñicoko há,,ar di tio co ra,,,,,3
akñiko,,,queima,,akñiko,,,,,,,2
Akñiko,,,queima,,Akñiko,,ar di co,,,,,3
akñiko ,1,851,BURN (VB Trans),burn (vb trans) ,akñiko ,akɲiko ,akɲi-ko ,Lit. 'burn it-imperative'.,,Lit. 'Burn It-Imperative'.,,1
akñipoko,,,mande queimar,,akñipoko,,,,,,,2
Akñipoko,,,mande queimar,,Akñipoko,,ar di fo co,,,,,3
Akñipu,,,Queimar (para intransitivo veja ecaki),,Akñipu,,,,,Omararîn wakñiyasî; Vou queimar a minha roça; Não o queime; Akñiko křa,,4
akñipura esko,,,não queimar,,akñipura esko,,,,,,,2
Akñipura esko,,,não queimar,,Akñipura esko,,ar di fura esco,,,,,3
akno,,,"irmão dele,",,akno,,,,,,,2
Akno,,,"irmão dele,",,Akno,,ar dó,,,,,3
Akno,,,Homem para homem ou mulher para mulher,,Akno,,,,,oyakno moko; meu irmão veio; aknomra wasî; não tenho nenhuma irmã,,4
aknomra,,,não tem irmão.,,aknomra,,,,,,,2
aknomra,,,sem par,,aknomra,,,,,,,2
Aknomra,,,não tem irmão.,,Aknomra,,ar dom ra,,,,,3
Aknomra,,,sem par,,Aknomra,,ar dom ra,,,,,3
aknonkakî,,,tirar um,,aknonkakî,,,,,,,2
Aknonkakî,,,tirar um,,Aknonkakî,,a don cacu,,,,,3
aknonkañe,,,relação que tira,,aknonkañe,,,,,,,2
Aknonkañe,,,relação que tira,,Aknonkañe,,a don ca nhe,,,,,3
Akoko,,,"Corrugação, onda, crista longa",,Akoko,,,,,Takokoi (ATZD) nas okuywan; Minha rede tem uma crista nela; Não tem nenhuma crista nela; ,,4
Akoroka,,,"fazer um buraco em alguma coisa, mas não perfurar totalmente",,Akoroka,,,,,Okanawarî wakorokesî; Estou fazendo buracos me minha canoa; Não fiz um buraco; Akorokakî,,4
Akowe,,,ninho (de um passarinho),,Akowe,,,,,Takowerî yaka cesî; Vai para o seu ninho; Fazendo na forma de um ninho; ,,4
akowerî ,3,580,ninho,nest    ,akowerî ,akowe-rî ,akowe-rɨ ,,,Lit. '∅-nest-poss'.,,1
akpa,,,verbo (espalhar),,akpa,,,,,,,2
Akpa,,,verbo espalhar,,Akpa,,acfar,,,,,3
akpacho,,,caixa de som,,akpacho,,,,,,,2
akpacho,,,com que espalha ou difulga,,akpacho,,,,,,,2
Akpacho,,,caixa de som,,Akpacho,,acfa tio,,,,,3
Akpacho,,,com que espalha ou difulga,,Akpacho,,ac fa tio,,,,,3
akpacoko,,,difulguem espalhem.,,akpacoko,,,,,,,2
Akpacoko,,,"difulguem, espalhem",,Akpacoko,,ac fa tio co,,,,,3
akpakî,12,230,separado,separate,akpakî,akpa-kî,akΦa-kɨ,Lit. 'divide/separate them-imperative'.,,Literalmente. 'Divida/separe-os-imperativos'.,,1
akpakî,,,espalhe,,akpakî,,,,,,,2
Akpakî,,,espalhe,,Akpakî,,acfa cú,,,,,3
akpañe,,,que espalha ou difulga,,akpañe,,,,,,,2
Akpañe,,,que espalha ou difulga,,Akpañe,,ac fa nhe,,,,,3
Akpapu,,,"separar, espalhar, passar",,Akpapu,,,,,Wakpayasî; Estou espalhando-o; Não o espalhe; Akpakî,,4
akpara,,,não espalha,,akpara,,,,,,,2
Akpara,,,não espalha,,Akpara,,acfará,,,,,3
akpara cexpore,,,não se deve espalhar ou não deve difulga,,akpara cexpore,,,,,,,2
Akpara cexpore,,,não se deve espalhar ou não deve difulga,,Akpara cexpore,,acfa ra tiex fore,,,,,3
akpara esko,,,não espalhe,,akpara esko,,,,,,,2
Akpara esko,,,não espalhe,,Akpara esko,,acfa rá escó,,,,,3
akpatopo,,,com que se espalha,,akpatopo,,,,,,,2
Akpatopo,,,com que se espalha,,Akpatopo,,ac fa to fo,,,,,3
akpîn,,,"não madura, verde,",,akpîn,,,,,,,2
akpîn,,,"pessoa não madura, psicologicamente.",,akpîn,,,,,,,2
Akpîn,,,"não madura, verde,",,Akpîn,,ac fun,,,,,3
Akpîn,,,"pessoa não madura, psicologicamente",,Akpîn,,ac fun,,,,,3
akpîn komo,,,pessoas não desenvolvido psicologicamente,,akpîn komo,,,,,,,2
Akpîn komo,,,pessoas não desenvolvido psicologicamente,,Akpîn komo,,ac fun como,,,,,3
akpîra,,,"verde, referindo e frutas",,akpîra,,,,,,,2
Akpîra,,,"verde, referindo frutas",,Akpîra,,ac fu ra,,,,,3
akpîra ,16,740,errado,wrong,akpîra ,akpî-ra ,akΦɨ-ra ,Lit. 'ripe/right-negative'.,,Literalmente. 'maduro/negativo direito'.,,1
akpîra yîhtînoñe,17,220,"Tolo, estúpido","foolish, stupid ",akpîra yîhtînoñe,akpîra yîhtînoɲe,akΦɨ-ra yɨ-htɨno-ɲe,Lit. 'mature/right-neg knower/decider'.,,Literalmente. 'Conhecimento/decisor maduro/negativo direito'.,,1
akporohtopo,,,relação emagrecer,,akporohtopo,,,,,,,2
Akporohtopo,,,relação emagrecer,,Akporohtopo,,ac foror to fo,,,,,3
Akporopu,,,emagrecendo,,Akporopu,,,,,Kakporoyas okwe; Estou emagrecendo; Akporopîra nasî; Ele não está ficando magro,,4
Akpotu,,,carnear,,Akpotu,,,,,Wakpocasi; Vou carneá-lo; Não vou carneá-lo; Akpotko,,4
akrakra,,,maracujá,,akrakra,,,,,,,2
akrakra,,,maracujá do mato,,akrakra,,,,,,,2
Akrakra,,,maracujá,,Akrakra,,Acra cra,,,,,3
Akrakra,,,maracujá do mato,,Akrakra,,acra cra,,,,,3
Akrakra,,,"vinha, fruto de uma vinha como maracujá",,Akrakra,,,,,Akrakra wahyas okre; Estou comendo Akrakra; ; ,,4
akrapan,,,seu arco,,akrapan,,,,,,,2
Akrapan,,,seu arco,,Akrapan,,acra fan,,,,,3
Akraxi,,,enfiar na pele,,Akraxi,Akuh𝒓̂apo,,,,Oyakraxasî men oko; Com certeza vai enfiar em mim; ; ,,4
akrewetîn,,,sua curaua,,akrewetîn,,,,,,,2
Akrewetîn,,,sua curaua,,Akrewetîn,,acreue tun,,,,,3
akri,,,cutia,,akri,,,,,,,2
Akri,,,,,Akri,,acri,,,,,3
akrî,,,bicheira,,akrî,,,,,,,2
Akrî,,,bicheira,,Akrî,,a cru,,,,,3
Akri,,,roedor grande,,Akri,,,,,,,4
Akri,,,"guardar em um lugar seguro, colocar em cima de alguma coisa",,Akri,,,,,Oyamatan wakriyasî; Estou colocando a minha caixa em um lugar seguro; Não vou guardá-lo; Akriko,,4
Akrîrî,,,enculhir,,Akrîrî,,a cru ru,,,,,3
Akrîrîpamtopo,,,doença que endurece corpo,,Akrîrîpamtopo,,acru ru fam to fo,,,,,3
Akrîrpam,,,"ficar rígido (defunto), duro (pão de cassava)",,Akrîrpam,,,,,Nakrîrpam; Ficou rígido; Não ficou rígido; Takrîrpamso (ATZD) nasî kica,,4
akrîtanmekî,,,"te empatou, que não deixou",,akrîtanmekî,,,,,,,2
Akrîtanmekî,,,"te empatou, que não deixou",,Akrîtanmekî,,a cru tan me cu,,,,,3
akrîtanmekîra,,,"não empatou, ou facilitou",,akrîtanmekîra,,,,,,,2
akro,,,com ele ou com ela,,akro,,,,,,,2
Akro,,,com ele ou com ela,,Akro,,a cro,,,,,3
Akro,,,"com, ajudando",,Akro,,,,,Oyakro amok ha; Vem comigo; Eles são os ajudantes dele; (aqueles com ele); Akronomra (NMZD)+(ATZD) nas okwe,,4
akrono,,,colega dele ou colega dela,,akrono,,,,,,,2
akrono,,,par dele ou par dela,,akrono,,,,,,,2
Akrono,,,colega dele ou colega dela,,Akrono,,a cro no,,,,,3
Akrono,,,par dele ou par dela,,Akrono,,a cro no,,,,,3
Akronoma,,,ajudar,,Akronoma,,,,,Oyakno wakronomesî; Estou ajudando meu irmão; Não estou ajudando-o; Akronomakî,,4
akronomacho,,,para ajudar,,akronomacho,,,,,,,2
Akronomacho,,,para ajudar,,Akronomacho,,a cro no macho,,,,,3
akronomachoro,,,"ajuda especifica, o ele ou a ela",,akronomachoro,,,,,,,2
Akronomachoro,,,"ajuda especifica, a ele ou a ela",,Akronomachoro,,acro no ma tio ro,,,,,3
akronomañe,,,ajudante dele ou dela,,akronomañe,,,,,,,2
Akronomañe,,,ajudante dele ou dela,,Akronomañe,,a cro no manhe,,,,,3
akronomañero,,,sempre ajudante dele ou dela,,akronomañero,,,,,,,2
Akronomañero,,,sempre ajudante dele ou dela,,Akronomañero,,acro no me nhe ro,,,,,3
akronomatopo,,,especifica para ajudar,,akronomatopo,,,,,,,2
akronomatopo,,,relação ajuda,,akronomatopo,,,,,,,2
Akronomatopo,,,especifica para ajudar,,Akronomatopo,,a cro no ma to fo ro,,,,,3
Akronomatopo,,,relação ajuda,,Akronomatopo,,a cro no mato fo,,,,,3
akrononkakî,,,tirar um,,akrononkakî,,,,,,,2
Akrononkakî,,,tirar um,,Akrononkakî,,a cro non cacu,,,,,3
akrononkañe,,,relação que tirou,,akrononkañe,,,,,,,2
Akrononkañe,,,relação que tirou,,Akrononkañe,,acro non ca nhe,,,,,3
akronoro,,,sempre colega dele ou colega dela,,akronoro,,,,,,,2
Akronoro,,,sempre colega dele ou colega dela,,Akronoro,,acro no ro,,,,,3
akroro,,,"junto, sempre junto",,akroro,,,,,,,2
Akroro,,,"junto, sempre junto",,Akroro,,a cro ro,,,,,3
akroroso,,,junto com eles ou com elas,,akroroso,,,,,,,2
Akroroso,,,junto com eles ou com elas,,Akroroso,,a cro ro so,,,,,3
akroso,,,com ele ou com elas,,akroso,,,,,,,2
Akroso,,,com ele ou com elas,,Akroso,,acro so,,,,,3
aku,,,Pilão para triturar comida,,"aku, aaku",,,,,Aaku eeko; Traga o pilão aqui; pilão para moer remédio; ,,4
aaku,,,Pilão para triturar comida,,"aku, aaku",,,,,Aaku eeko; Traga o pilão aqui; pilão para moer remédio; ,,4
Akuhřapo,,,destruir,,Akuhřapo,,,,,Wakuhrapo; Destruí-o; O motor foi destruído; ,,4
akukmañe,,,seu tentador,,akukmañe,,,,,,,2
Akukmañe,,,seu tentador,,Akukmañe,,acu ba nhe,,,,,3
akukmañenhîrî,,,aquele que te tentou,,akukmañenhîrî,,,,,,,2
Akukmañenhîrî,,,aquele que te tentou,,Akukmañenhîrî,,a cu ba nhen ru rú,,,,,3
akukmatopo,,,sua tentação,,akukmatopo,,,,,,,2
Akukmatopo,,,sua tentação,,Akukmatopo,,acu ba to fo,,,,,3
akukmaxe wasî,,,quero fazer sexo com você,,akukmaxe wasî,,,,,,,2
akukmaxe wasî,,,quero te provar ou quero ti experimentar,,akukmaxe wasî,,,,,,,2
Akukmaxe wasî,,,quero fazer sexo com você,,Akukmaxe wasî,,acu ba xe uasu,,,,,3
Akukmaxe wasî,,,quero te provar ou quero ti experimentar,,Akukmaxe wasî,,a cu ba xe uasu,,,,,3
akukmaxera was,,,não quero fazer sexo com você,,akukmaxera was,,,,,,,2
Akumho,,,"esmagar, triturar",,Akumho,,,,,Echi wakumhesî; Estou esmagando o remédio; Não estou esmagando-o; Akumboko,,4
Akuminta,,,tipo de vespa,,Akuminta,,,,,,,4
Akumka,,,Colher (colher barro para fazer potes),,Akumka,,,,,Nakumka; Ele o colheu (terra seca); ; ,,4
Akumruka,,,moer,,Akumruka,,,,,pulverizar; Nakumruka; ; ,,4
Akumyaw,,,ao lado (do caminho),,Akumyaw,,,,,Esama yakumyaw neseyam; Ele escondeu ao lado do caminho; ; ,,4
akupun,,,seu copo,,akupun,,,,,,,2
Akupun,,,seu copo,,Akupun,,a cu fun,,,,,3
akurun,,,seu protetor ou quarda,,akurun,,,,,,,2
akurun,,,sua proteção,,akurun,,,,,,,2
Akurun,,,seu protetor ou quarda,,Akurun,,a cu run,,,,,3
Akurun,,,sua proteção,,Akurun,,Acu run,,,,,3
akuywan,,,sua rede,,akuywan,,,,,,,2
Akuywan,,,sua rede,,Akuywan,,acui an,,,,,3
Akwa,,,cuspir,,Akwa,,,,,Akwawataw; se ele cuspir; Ele cuspiu em mim; Akwe,,4
akwahsîn,,,seu tipiti,,akwahsîn,,,,,,,2
Akwahsîn,,,seu tipiti,,Akwahsîn,,acuar sun,,,,,3
Akwen,,,Um pequeno lembrete de qualquer coisa,,Akwen,,,,,Nayi rma onahrî yakwenho mak; Só está sobrando um pouco de comida; Só tenho um pouco de comida sobrando; ,,4
akwera ,12,620,estreito,narrow,akwera ,akwe-ra ,akwe-ra ,Lit. 'width-negative'.,,Literalmente. 'Largura negativa'.,,1
akwerî,,,largura,,akwerî,,,,,,,2
Akwerî,,,largura,,Akwerî,,acue rú,,,,,3
Akwowa,,,mexer (mexer do fundo para cima pedaços ou sedimento),,Akwowa,,,,,Akwowaki; Mexa o sedimento do fundo; ; ,,4
Ama,,,"cortar (arvore, arbusto)",,Ama,Amawka𝐫̂a,,,,Omararîn wamesî; Vou abrir uma roça para mim; Não vou cortar; Amakî,,4
amaci,,,tamanduá bandeira,,amaci,,,,,,,2
Amaci,,,tamanduá bandeira,,Amaci,,am ti,,,,,3
Amaci,,,tamanduá bandeira,,Amaci,,,,,,,4
amacirî,,,seu papel higiênico,,amacirî,,,,,,,2
Amacirî,,,seu papel higiênico,,Amacirî,,ama ti ru,,,,,3
amacoko,,,derrubem,,amacoko,,,,,,,2
Amacoko,,,derrubem,,Amacoko,,ama tio co,,,,,3
amakî,,,"corta, ou derruba arvoré.",,amakî,,,,,,,2
Amakî,,,"corta, ou derruba arvoré",,Amakî,,ama ki,,,,,3
amanarin,,,sua peneira,,amanarin,,,,,,,2
Amanarin,,,sua peneira,,Amanarin,,a ma na rin,,,,,3
amanatîrî,,,seu seio,,amanatîrî,,,,,,,2
Amanatîrî,,,seu seio,,Amanatîrî,,amaná tiri,,,,,3
amanîcoko,,,dancem,,amanîcoko,,,,,,,2
Amanîcoko,,,dancem,,Amanîcoko,,ama num tio co,,,,,3
amanîmko,,,dança,,amanîmko,,,,,,,2
Amanîmko,,,dança,,Amanîmko,,ama num co,,,,,3
amanîmko oyakro,,,dança comigo,,amanîmko oyakro,,,,,,,2
amanîmtopo,,,dança de voce,,amanîmtopo,,,,,,,2
Amanîmtopo,,,dança de voce,,Amanîmtopo,,amanum to fo,,,,,3
amanîmtopo komo,,,dança de vocês,,amanîmtopo komo,,,,,,,2
Amanîmtopo komo,,,dança de voces,,Amanîmtopo komo,,a ma num to fo como,,,,,3
amapirî,,,sua bundá,,amapirî,,,,,,,2
Amapirî,,,sua bundá,,Amapirî,,ama fi rú,,,,,3
amararîn,,,sua roça,,amararîn,,,,,,,2
Amararîn,,,sua roça,,Amararîn,,ama ra rún,,,,,3
amariyan,,,sua faca,,amariyan,,,,,,,2
Amariyan,,,sua faca,,Amariyan,,amari ian,,,,,3
amatkîrî,,,seu rabo,,amatkîrî,,,,,,,2
Amatkîrî,,,seu rabo,,Amatkîrî,,amat kú ri,,,,,3
amatopo,,,para cortar,,amatopo,,,,,,,2
Amatopo,,,para cortar,,Amatopo,,ama to fo,,,,,3
Amawkařa,,,pequeno passarinho visto nas áreas abertas,,Amawkařa,,,,,,,4
amayamu,,,seu absorvente,,amayamu,,,,,,,2
Amayamu,,,seu absorvente,,Amayamu,,ama iamu,,,,,3
Amcika,,,"mastigar, roer",,Amcika,,,,,Iyocho namcikesî xapari; O cachorro roe o osso; Mastigue!; ,,4
amcikakî,,,mastigue,,amcikakî,,,,,,,2
Amcikakî,,,mastigue,,Amcikakî,,am ti ca cu,,,,,3
amčikîra,5,180,mastigar,chew,amčikîra,amčikîra,amčikɨ-ra,Lit. 'chewing-negative'.,,Literalmente. 'Chewing-negativo'.,,1
Amcikiririnka,,,torcer (roupa),,Amcikiririnka,,,,,Okuywan wamcikîrîrînkesî; Estou torcendo a minha rede; ; ,,4
Amco,,,"franja, borda em roupa",,Amco,,,,,Veja: amxo; [Fono: Poss:-n]; ; ,,4
Ame,,,"pão-duro, recusar dar algo a alguém, avarento",,Ame,,,,,Mamena anatîrî poyero?; Você vai recusar de dar-me da sua colheita?; Não sou pão-duro; ,,4
amehcoko,,,ajuntem,,amehcoko,,,,,,,2
Amehcoko,,,ajuntem,,Amehcoko,,amer tio co,,,,,3
amehko,,,"pegue,",,amehko,,,,,,,2
Amehko,,,"ajuntar, fazer colheita",,Amehko,,amer co,,,,,3
amehtopo,,,algo para pegar juntar ou colher,,amehtopo,,,,,,,2
Amehtopo,,,algo para juntar ou colher,,Amehtopo,,a mer to fo,,,,,3
amehtoponhîrî,,,que servia para juntar,,amehtoponhîrî,,,,,,,2
Amehtoponhîrî,,,que servia para juntar,,Amehtoponhîrî,,a mer to fon rru rú,,,,,3
amehtoporo,,,espécifico para juntar,,amehtoporo,,,,,,,2
Amehtoporo,,,especifico para juntar,,Amehtoporo,,a mer to fo ro,,,,,3
Amekî,,,"apanhar, pegar",,Amekî,,,,,Kîricici wamekyasî; Estou pegando as contas; Não pegandoos; Amehko,,4
amekîra,12,212,pegar,pick up ,amekîra,amekî-ra,amekɨ-ra,Lit. 'pick them up-neg'.,,Literalmente. 'pegue-os up-neg'.,,1
amekira esko,,,não pegue,,amekira esko,,,,,,,2
Amenopu,,,algo que não quer dar a outros,,Amenopu,,,,,,,4
